Attrition_Flag,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1,1,4,1,2,4,1,5,2,4,0.853,3370,0.769,0.083
0,0,4,4,3,1,1,1,3,3,0.58,1860,0.433,0.434
1,1,3,1,1,4,1,6,3,2,0.786,4223,0.653,0.051
0,0,4,4,2,1,1,3,3,4,0.671,1973,0.556,0.0
1,0,1,2,1,1,1,3,3,2,0.56,4530,0.846,0.837
0,1,2,3,1,4,1,5,2,4,0.639,2131,0.464,0.0
0,0,3,2,2,2,1,2,2,3,0.717,2409,0.31,0.017
1,1,2,2,1,4,1,6,2,0,1.043,3880,0.7,0.0
1,1,1,1,1,5,1,5,1,2,0.452,3918,1.094,0.0
1,0,0,4,2,1,1,4,3,4,0.791,4042,0.714,0.479
1,0,3,5,1,1,1,3,2,2,0.79,2998,0.622,0.652
1,0,4,1,1,1,1,4,2,2,0.84,4546,0.884,0.0
0,1,0,2,1,5,2,2,4,4,0.416,1461,0.536,0.067
1,1,2,2,2,4,1,4,2,0,0.799,4205,0.415,0.124
1,1,1,2,1,2,1,6,4,3,0.703,4804,0.535,0.48
1,1,3,1,2,5,1,6,3,3,0.798,3367,0.806,0.212
1,0,3,2,1,1,1,4,2,3,1.035,5154,0.86,0.717
1,1,3,4,3,4,2,6,3,4,0.887,4745,0.605,0.04
1,1,2,4,1,4,1,6,2,2,0.386,4418,0.639,0.072
1,1,1,1,3,1,1,4,3,2,0.886,4501,0.675,0.493
1,1,3,2,2,5,1,5,3,2,0.783,4887,0.698,0.397
1,1,2,2,1,4,1,6,1,4,0.723,5320,0.771,0.104
1,1,3,4,1,3,1,6,1,2,0.801,4615,0.837,0.11
0,1,3,1,2,3,1,2,2,5,0.637,1882,0.345,0.0
1,1,3,2,3,5,1,5,3,4,0.531,4487,0.431,0.0
1,0,3,2,2,1,1,5,2,3,0.467,4041,0.571,0.0
1,1,3,4,1,3,1,6,2,3,0.686,5212,0.646,0.844
1,0,2,4,3,1,1,4,2,4,0.63,3870,0.558,0.862
1,1,2,2,3,3,1,6,4,2,0.49,3879,0.583,0.0
1,0,3,3,2,1,1,3,3,3,0.738,3875,0.974,0.772
1,0,2,6,1,1,1,6,2,3,0.914,3744,0.793,0.201
1,0,3,4,2,1,1,5,3,3,0.556,3561,0.5,0.687
1,1,4,3,1,2,1,3,3,2,0.56,3763,0.875,0.595
1,0,3,2,1,1,1,3,2,2,0.636,4133,0.789,0.793
1,0,3,4,1,1,1,5,1,3,0.599,3514,0.646,0.713
1,1,4,3,2,2,1,6,1,2,1.096,4060,0.975,0.211
1,1,1,5,1,3,1,4,2,3,0.868,3909,0.675,0.621
1,1,4,4,2,1,1,4,1,2,0.825,4518,0.875,0.515
1,1,2,1,1,3,1,3,2,2,0.672,3432,0.744,0.178
1,1,2,4,2,4,1,3,3,3,0.842,4785,0.65,0.089
0,1,0,4,1,1,1,2,3,5,0.69,3289,0.958,0.705
1,1,2,1,2,5,1,4,3,4,0.988,4770,0.712,0.088
1,1,0,4,1,4,1,4,3,3,0.794,3628,0.644,0.0
1,1,2,4,1,3,1,3,1,2,0.733,3057,0.919,0.532
0,1,2,4,1,4,1,3,3,3,0.688,2427,0.645,0.0
1,1,3,2,2,3,1,4,3,2,0.549,3912,0.565,0.0
1,0,1,4,1,2,1,5,2,4,0.953,4074,1.057,0.184
1,0,2,2,2,1,1,5,3,0,0.763,3971,0.551,0.466
0,0,1,4,2,1,1,3,3,4,0.508,2139,0.567,0.0
0,0,2,5,1,1,1,3,3,3,0.447,1723,0.375,0.0
1,1,2,2,1,4,1,3,2,4,0.679,2853,0.73,0.046
1,0,4,2,2,2,1,4,1,3,0.463,3353,0.593,0.101
1,1,2,2,2,4,1,4,1,3,0.982,3676,1.35,0.027
1,0,4,5,2,1,1,4,1,3,0.554,3471,0.75,0.652
1,1,3,3,1,2,1,5,2,4,0.359,3651,0.605,0.16
1,1,4,4,2,4,1,4,2,1,0.602,3993,0.531,0.0
1,1,3,4,2,5,1,5,2,4,0.504,3806,0.9,0.048
1,1,4,2,2,4,1,5,1,2,0.873,4327,0.881,0.37
0,1,1,4,1,3,1,2,3,4,0.771,2216,0.56,0.347
1,0,3,4,1,2,1,3,3,4,0.627,3480,0.6,0.715
1,0,3,2,2,1,1,4,2,2,0.704,4775,0.729,0.738
1,0,4,4,2,1,1,5,2,4,0.925,4921,0.8,0.565
1,0,2,1,1,1,1,5,2,3,0.578,4254,0.735,0.73
0,0,1,1,1,1,1,3,4,3,0.482,2222,0.636,0.0
1,1,0,1,1,3,2,6,3,2,0.56,2525,0.5,0.067
1,0,2,4,2,1,1,5,3,1,0.737,3282,0.65,0.279
1,1,3,4,1,3,1,4,2,2,0.974,4626,0.75,0.189
0,0,2,4,2,1,1,6,3,3,0.561,2000,0.28,0.43
1,1,2,4,1,5,1,3,2,4,0.73,4601,0.638,0.074
1,0,0,4,1,2,1,4,1,2,0.504,2023,0.727,0.169
1,0,2,4,1,1,1,6,2,3,0.693,3944,0.857,0.849
1,1,2,4,1,5,2,6,3,4,0.966,4303,0.638,0.041
1,1,1,4,1,4,1,6,3,4,0.474,4809,0.479,0.0
0,1,3,4,2,5,1,2,4,1,0.749,1871,0.684,0.056
1,1,1,1,1,3,2,4,2,4,0.639,2996,0.879,0.0
1,0,0,4,1,1,1,5,1,2,0.874,4964,0.909,0.432
1,1,4,2,1,2,1,5,2,2,0.807,3895,0.558,0.552
0,0,1,3,2,2,1,2,2,3,0.694,2432,0.6,0.0
1,1,3,1,3,4,1,6,3,3,0.919,4631,0.949,0.04
1,1,3,4,1,2,1,4,2,3,0.951,4374,0.775,0.0
0,0,1,4,1,1,1,4,2,5,0.299,1897,0.25,0.0
1,0,3,1,2,2,1,6,2,3,0.906,4710,0.556,0.191
1,0,3,2,2,1,1,4,3,1,0.464,5099,0.714,0.158
1,0,4,4,2,1,1,4,2,2,0.701,4025,0.59,0.621
1,1,2,5,2,5,1,5,2,1,0.708,4030,0.622,0.793
1,1,3,5,3,3,1,5,2,1,0.8,3502,1.036,0.213
1,0,3,1,2,1,1,4,1,2,0.566,3339,0.543,0.894
0,0,2,1,1,1,1,2,3,3,0.539,1907,0.621,0.634
1,1,2,4,2,3,1,3,1,2,0.574,3512,0.477,0.344
1,0,2,1,3,1,2,6,1,4,0.622,4900,0.743,0.056
1,0,2,4,1,1,1,3,1,2,0.736,3887,0.651,0.209
0,1,4,1,1,4,2,2,3,4,0.671,1626,0.4,0.0
1,0,2,2,1,2,1,3,2,3,0.913,4415,0.878,0.519
1,0,2,2,2,1,1,4,2,4,0.848,3841,0.865,0.722
1,0,2,2,2,1,1,5,1,4,0.794,4455,0.547,0.589
1,1,3,1,2,4,1,4,3,3,1.006,3543,0.676,0.167
1,1,4,1,3,3,2,4,2,3,0.791,3819,0.829,0.0
1,1,0,6,1,3,1,6,2,0,0.802,3592,0.795,0.107
1,1,3,1,2,2,1,4,2,4,0.604,3188,0.651,0.238
1,0,1,4,1,1,1,5,2,1,0.763,4726,0.814,0.0
0,1,3,6,3,4,1,6,3,3,0.0,1447,0.0,0.214
1,0,4,4,2,1,1,6,3,1,0.682,3992,0.727,0.524
0,1,3,4,2,5,1,1,2,3,0.841,2680,0.545,0.655
1,0,0,4,3,2,1,4,3,1,0.688,4715,0.841,0.0
1,0,4,4,1,1,1,3,2,2,0.763,4862,0.242,0.699
0,0,2,6,2,2,1,3,2,4,0.756,2538,0.696,0.881
1,1,2,2,2,5,1,5,3,1,0.882,4806,0.896,0.108
1,0,4,1,1,2,1,4,2,2,0.802,4003,0.721,0.078
1,1,3,4,1,2,2,3,2,3,0.84,3464,0.558,0.122
0,0,4,2,3,2,1,3,2,3,0.685,2014,0.8,0.044
1,0,2,4,1,1,1,3,2,2,0.762,4012,0.639,0.0
1,0,2,2,3,2,1,4,2,1,0.865,3912,0.763,0.348
1,1,4,1,2,3,1,5,1,3,0.809,4279,0.718,0.6
1,0,1,2,1,1,1,4,2,1,0.924,4642,0.878,0.481
0,0,4,2,2,1,1,1,2,3,0.504,2013,0.458,0.0
0,1,3,4,1,4,1,3,3,3,0.58,1937,0.594,0.0
1,1,4,4,1,4,1,6,3,1,0.872,4275,0.833,0.184
1,0,5,1,1,1,1,3,2,4,0.617,4307,0.784,0.767
0,0,3,1,1,2,1,3,2,3,0.12,1460,0.103,0.999
0,0,3,3,2,1,1,3,3,3,0.733,2644,0.483,0.467
1,0,5,3,1,1,1,4,1,2,0.858,4719,0.655,0.397
1,0,1,2,2,1,1,6,4,3,0.767,4815,0.653,0.0
1,1,2,2,2,3,1,5,1,4,0.506,5495,0.816,0.069
1,0,5,4,2,1,1,6,1,1,0.78,3857,0.75,0.634
0,0,1,2,1,1,1,4,2,5,0.493,1441,0.393,0.0
1,1,3,2,2,2,2,3,2,1,0.894,3355,0.886,0.09
1,1,2,2,1,2,1,6,3,4,0.797,4310,0.767,0.0
1,1,3,1,1,3,1,4,2,3,0.558,3221,0.61,0.156
1,1,3,4,3,4,1,4,2,3,0.803,4231,0.714,0.055
1,1,3,6,1,3,1,4,2,3,0.662,2999,0.786,0.0
1,0,4,1,2,1,1,4,3,1,0.944,4793,0.614,0.0
1,0,2,4,2,2,1,4,2,4,1.227,4496,1.29,0.596
1,0,3,3,1,1,1,5,1,4,1.057,4037,0.821,0.666
1,0,3,5,1,2,1,6,5,0,0.78,4342,0.771,0.34
1,1,1,1,1,3,1,5,2,3,0.844,3094,1.0,0.144
1,0,3,3,1,1,1,5,2,2,0.697,4647,0.806,0.948
1,0,3,2,2,1,1,4,3,2,0.885,5245,0.712,0.0
1,0,2,4,2,1,1,3,1,3,0.775,5001,0.492,0.152
1,1,1,4,1,3,1,4,1,4,0.857,4942,0.652,0.046
1,0,0,4,1,1,1,6,3,4,0.634,3365,0.75,0.304
0,0,2,4,2,1,1,3,2,3,0.471,1656,0.722,0.155
1,1,4,4,1,3,1,5,3,2,0.453,4366,0.816,0.0
1,0,2,1,1,1,1,6,5,2,0.74,4457,0.683,0.524
1,0,0,2,2,1,1,5,2,3,0.639,5155,0.925,0.307
1,0,4,2,2,2,1,6,1,1,0.827,5116,0.974,0.679
1,0,4,4,2,1,1,5,1,2,0.741,4717,0.562,0.705
1,1,1,3,1,4,1,5,3,4,0.853,3292,0.921,0.798
1,0,4,4,2,1,1,3,3,2,0.561,3774,0.818,0.0
0,1,2,4,2,2,1,6,3,3,0.641,1900,0.5,0.0
0,1,2,3,3,5,1,4,1,2,0.536,1370,0.357,0.0
1,0,0,1,2,1,1,5,2,4,0.603,4106,0.833,0.517
1,0,0,3,1,1,1,3,4,2,0.536,3974,0.931,0.0
1,0,1,4,1,1,1,3,3,1,0.925,3560,0.861,0.0
1,1,3,2,2,3,3,6,2,0,0.666,4539,0.705,0.056
1,1,1,2,1,5,1,6,2,3,0.56,4109,0.8,0.736
0,1,3,4,1,4,1,3,2,1,1.012,3081,0.667,0.0
1,0,3,4,1,1,1,6,3,1,0.781,4359,0.927,0.62
1,0,3,6,2,1,1,6,2,1,0.848,4270,0.767,0.73
1,1,3,1,2,4,1,5,1,3,0.678,4126,0.667,0.638
1,0,2,1,1,1,1,5,2,4,0.829,3462,0.558,0.872
1,1,3,3,2,4,1,5,2,4,0.725,3833,0.587,0.766
1,0,2,2,1,1,1,4,3,0,0.744,4037,0.682,0.157
0,1,3,5,2,4,1,3,3,2,0.404,1828,0.5,0.087
1,0,3,4,1,1,1,4,3,4,0.747,4512,0.509,0.621
0,1,3,1,1,2,1,3,2,4,0.857,2095,0.536,0.0
1,0,3,4,1,1,1,3,1,1,0.788,4316,0.6,0.674
1,1,2,2,1,4,1,6,2,4,0.874,4218,0.73,0.396
1,0,1,3,2,1,1,4,2,3,1.044,5379,0.643,0.676
0,1,2,2,2,3,1,5,3,2,0.869,2447,0.429,0.427
0,0,0,4,1,1,1,4,3,3,0.646,2477,0.615,0.833
1,0,2,2,2,1,1,4,3,1,0.762,4108,0.846,0.592
1,1,2,5,1,3,1,6,2,3,0.311,4012,0.429,0.084
0,1,2,6,1,2,1,6,3,2,0.576,1759,0.214,0.0
1,1,3,6,1,4,1,6,2,4,0.93,3906,0.8,0.138
1,1,2,4,1,4,1,3,1,4,0.51,5220,0.423,0.05
1,1,4,4,1,4,1,4,1,1,0.667,4354,0.927,0.19
1,0,2,6,2,2,1,6,1,0,0.581,4598,0.651,0.796
0,1,3,4,2,4,1,5,2,3,0.488,2048,0.333,0.038
1,1,4,2,2,5,3,6,2,4,0.848,3574,0.923,0.03
0,0,1,4,1,1,1,3,3,1,0.712,2579,0.469,0.819
1,1,1,4,1,3,1,3,1,4,0.497,4014,0.568,0.073
1,0,0,4,1,1,1,3,6,2,0.568,4118,0.591,0.658
1,1,3,3,1,4,2,3,3,1,0.51,4699,0.622,0.037
1,1,2,3,2,3,1,4,1,2,0.957,3739,0.618,0.356
1,0,3,1,1,1,1,3,2,3,0.788,4110,1.152,0.543
1,0,2,4,3,1,1,5,3,4,0.671,3961,0.605,0.135
1,1,3,2,1,1,1,4,1,2,0.796,4480,0.75,0.718
1,0,2,4,2,1,1,5,3,4,0.907,4271,0.756,0.0
1,0,2,3,2,1,1,3,3,4,1.103,4498,0.829,0.565
1,0,3,4,2,1,1,5,1,3,0.802,4519,0.733,0.794
1,0,5,4,2,1,1,5,2,4,0.493,4389,0.58,0.404
0,0,1,4,2,1,1,2,3,3,0.5,2017,0.762,0.0
0,0,3,4,3,1,1,3,3,3,0.409,1849,0.536,0.0
1,0,5,4,2,1,1,5,1,2,0.656,4570,0.511,0.495
1,0,1,2,2,1,1,4,1,3,0.583,4214,0.537,0.547
1,0,3,3,2,1,1,5,3,0,0.871,4786,0.723,0.608
1,1,3,3,2,4,1,4,3,1,1.065,3101,1.0,0.047
0,0,3,4,2,1,1,1,4,3,0.711,2473,0.571,0.196
0,1,2,4,1,4,1,1,2,2,0.65,2123,0.542,0.0
1,0,3,2,1,1,1,4,3,1,0.554,4442,0.73,0.813
1,0,1,3,1,1,1,3,2,2,0.787,5085,0.773,0.864
1,0,3,4,2,2,1,3,3,2,0.748,3601,0.65,0.804
1,0,1,1,1,1,1,5,3,0,0.631,3785,0.75,0.631
1,0,1,4,2,1,1,5,2,2,0.66,3808,0.884,0.536
1,1,2,4,1,4,1,3,2,1,0.721,3281,0.8,0.061
1,1,5,2,2,3,1,6,3,2,0.644,4596,0.449,0.403
1,1,3,3,1,4,1,6,1,0,0.952,3934,0.644,0.03
1,0,2,2,1,1,1,4,2,1,0.975,4297,0.833,0.703
1,0,3,1,2,1,1,3,3,0,0.819,4124,0.891,0.086
1,0,4,5,2,1,1,6,6,4,0.7,4727,0.804,0.749
0,1,2,2,2,5,1,6,2,4,0.324,1868,0.212,0.043
1,0,1,2,1,1,1,6,3,4,0.836,5202,0.692,0.791
1,1,4,2,1,4,1,3,2,3,0.632,4472,0.792,0.107
1,0,2,2,1,1,1,5,3,4,0.666,2473,0.6,0.0
1,0,1,5,1,1,1,6,2,4,0.657,4722,0.745,0.0
1,1,2,4,1,2,1,3,1,3,0.983,4496,0.925,0.0
1,1,0,2,1,2,1,3,2,4,0.644,4313,0.787,0.766
0,1,4,2,2,3,1,6,2,6,0.831,2342,0.6,0.0
1,1,2,4,2,3,1,5,6,1,0.57,4682,0.679,0.188
1,1,2,4,2,3,1,5,2,1,0.69,2045,1.65,0.328
1,1,2,3,2,3,1,3,1,2,0.865,4413,0.725,0.092
1,1,3,4,2,4,1,6,3,3,0.708,3821,0.66,0.091
0,0,3,5,2,1,1,3,3,2,0.677,2687,0.414,0.0
1,0,2,4,3,2,1,6,2,1,0.775,4483,0.54,0.75
1,0,3,2,1,2,1,4,1,1,0.63,5102,0.615,0.326
1,0,3,1,2,1,1,6,5,1,0.879,4554,0.744,0.0
1,1,3,2,1,3,1,5,3,3,0.925,4969,0.909,0.213
1,0,0,2,3,1,1,5,1,3,1.038,4297,0.778,0.246
1,0,0,4,1,1,1,4,2,3,0.775,3951,0.881,0.69
1,1,3,4,2,4,1,5,3,2,0.778,3950,0.864,0.0
0,0,4,4,2,1,1,3,2,3,0.863,2141,0.346,0.0
1,0,2,2,1,1,1,5,3,2,0.527,3927,0.935,0.114
1,0,3,4,2,1,1,6,2,3,1.019,4224,0.791,0.506
1,1,4,2,3,4,1,3,3,2,0.864,4192,0.738,0.03
1,0,0,2,2,1,1,4,3,2,0.854,4759,0.719,0.0
0,1,4,3,1,2,1,5,2,3,0.509,1841,0.5,0.0
1,1,1,4,1,4,1,6,2,1,0.964,2750,0.9,0.082
1,0,2,4,1,2,1,4,1,3,1.196,4512,0.833,0.0
1,0,2,3,1,2,1,3,2,1,0.582,3592,0.756,0.305
1,1,4,4,3,4,1,5,1,1,0.75,4282,0.926,0.085
1,1,4,4,1,2,1,3,3,2,1.043,4344,1.194,0.532
0,0,4,3,2,2,1,3,3,1,0.547,2232,0.464,0.0
1,1,3,3,1,4,2,3,2,2,0.726,3910,0.659,0.026
1,1,3,4,1,5,1,5,2,2,0.807,3462,1.042,0.506
1,1,5,1,2,3,1,6,2,4,0.967,4852,0.771,0.228
1,1,1,2,2,3,1,3,2,2,0.454,3115,0.816,0.0
1,1,1,1,1,4,1,3,1,2,0.603,3991,0.617,0.08
1,1,2,6,1,4,1,4,3,3,0.772,3331,0.682,0.55
1,1,3,4,1,3,1,5,2,3,0.903,3309,1.03,0.553
1,0,1,2,2,1,1,5,3,3,0.883,4119,1.028,0.731
1,0,1,2,2,1,1,5,2,2,0.88,4697,0.844,0.454
1,1,2,2,2,4,1,5,1,2,0.542,4674,0.714,0.145
1,1,5,6,1,5,1,5,1,2,0.709,4076,0.579,0.33
0,0,3,6,1,1,1,2,3,3,0.373,1693,0.423,0.0
1,0,1,2,2,1,1,4,2,3,0.873,4237,0.9,0.469
0,1,2,2,2,3,1,2,3,1,0.403,1682,0.303,0.039
1,1,2,3,1,5,1,6,3,1,0.681,3694,0.718,0.094
1,0,4,4,1,1,1,3,2,3,0.846,4544,0.565,0.0
1,1,5,6,1,2,1,3,1,1,0.684,4192,0.55,0.404
1,1,3,1,1,5,1,4,2,3,0.584,4492,0.821,0.064
0,0,0,4,2,1,1,4,2,3,0.879,2377,0.516,0.188
1,1,5,4,2,3,1,5,3,4,0.635,3578,0.531,0.025
1,1,4,2,3,3,1,6,1,3,0.648,3392,0.591,0.851
0,0,2,5,2,2,1,2,2,4,0.563,1633,0.778,0.663
1,0,3,4,1,1,1,3,3,1,0.695,3956,0.732,0.537
0,0,1,4,1,1,1,6,2,4,0.814,2403,0.615,0.161
1,0,3,4,1,1,1,3,2,3,0.771,4292,0.833,0.787
1,0,2,4,2,1,1,6,2,4,0.769,4250,0.889,0.334
1,1,2,6,1,5,1,5,1,1,0.823,4478,0.673,0.074
1,0,2,2,1,1,1,5,3,2,0.746,4384,0.522,0.392
1,1,3,3,2,3,1,5,3,4,0.686,4678,0.509,0.111
0,0,2,6,3,1,1,1,2,2,1.041,2888,0.444,0.0
0,1,3,4,1,4,1,6,3,3,0.501,2216,0.308,0.43
1,0,3,4,2,1,1,3,2,2,0.686,4385,0.951,0.0
1,0,1,2,1,1,1,4,3,1,0.826,4242,0.458,0.0
0,0,1,4,2,1,1,3,3,2,0.708,2522,0.312,0.443
1,0,4,4,1,1,1,6,3,3,0.512,3427,0.829,0.0
1,0,1,4,1,1,1,4,3,4,0.7,3325,0.652,0.158
1,0,2,2,2,1,1,6,2,1,0.909,4697,0.907,0.0
1,0,0,5,1,1,1,6,3,1,0.569,3959,0.732,0.626
1,1,3,4,1,3,2,5,3,1,1.01,4059,0.86,0.045
1,0,3,2,1,2,1,3,2,4,0.656,3718,0.756,0.463
1,1,0,1,3,5,1,5,2,1,0.742,4919,0.744,0.067
0,1,2,2,2,4,1,5,2,3,0.312,2038,0.625,0.0
1,0,2,1,1,2,1,5,2,2,0.553,3831,0.511,0.175
1,0,2,4,1,1,1,4,3,3,0.936,4434,0.811,0.0
0,0,3,4,1,1,1,3,3,3,0.502,2476,0.778,0.0
1,1,1,4,1,4,1,5,0,1,0.799,4657,0.696,0.069
0,1,3,1,1,5,1,5,3,4,0.0,1246,0.0,0.0
1,0,5,2,3,1,1,5,2,3,0.81,5668,0.64,0.623
0,0,1,3,1,1,1,2,2,4,0.82,2576,0.75,0.803
1,0,3,3,2,1,1,4,1,2,0.759,3593,1.0,0.0
1,1,4,2,1,5,1,5,1,4,0.791,4004,0.755,0.0
1,1,0,4,1,4,1,3,1,1,0.917,3283,1.273,0.062
0,0,3,3,2,1,1,3,2,2,0.842,2562,0.44,0.0
1,1,2,4,3,3,1,4,3,1,0.454,3737,0.614,0.0
1,0,0,4,2,1,1,3,3,4,0.672,4338,0.925,0.0
1,0,2,3,1,2,1,4,3,2,0.68,4070,0.614,0.24
1,1,4,2,1,2,2,3,3,4,0.646,3780,0.667,0.064
1,1,3,2,1,1,1,4,3,2,0.773,4992,0.833,0.652
1,0,3,1,2,1,1,4,3,2,0.722,4446,0.744,0.0
1,0,1,4,1,1,1,4,3,4,0.606,3965,0.844,0.757
1,0,5,4,2,2,1,4,2,2,0.842,3939,1.226,0.762
1,1,3,5,1,3,1,4,3,2,0.875,4376,0.72,0.063
1,0,2,6,1,1,1,4,3,2,0.546,3828,0.72,0.685
1,1,2,2,1,3,1,5,2,2,0.526,4444,0.642,0.281
0,1,0,4,1,3,1,3,3,3,0.631,2395,0.361,0.0
1,0,0,2,1,1,1,3,3,3,0.997,4274,0.545,0.0
1,0,0,4,2,1,1,4,1,2,0.784,4755,0.745,0.626
0,0,2,4,2,1,1,3,2,2,0.869,2437,0.708,0.0
1,0,3,1,1,1,1,5,4,2,0.779,4107,0.783,0.0
1,1,3,3,1,5,1,4,2,1,0.624,4493,0.756,0.0
1,1,0,4,1,2,1,3,2,3,0.556,4351,0.923,0.086
0,0,1,4,1,1,1,3,3,6,1.047,2753,0.654,0.0
1,0,2,5,1,2,1,5,3,2,0.735,4388,0.804,0.628
0,1,3,4,1,3,1,3,2,4,0.807,2013,0.455,0.0
1,1,4,3,2,4,1,4,3,3,0.556,2333,1.217,0.052
1,1,1,4,1,5,1,4,3,4,0.564,3820,0.767,0.06
0,0,4,4,3,2,1,1,3,1,0.632,2414,0.273,0.243
1,1,2,2,2,5,1,5,6,0,0.925,4538,0.658,0.096
1,1,5,1,1,3,1,4,1,3,0.572,4116,0.7,0.0
1,0,3,1,1,1,1,4,1,4,0.761,4754,0.837,0.598
1,1,1,1,1,1,1,3,2,4,0.744,4511,0.689,0.0
0,1,1,1,1,3,1,5,2,2,1.038,2574,0.72,0.0
1,0,3,4,1,1,1,6,3,3,0.822,4313,1.323,0.257
1,0,1,6,2,1,1,4,2,2,0.595,4223,0.579,0.557
1,0,3,1,3,1,1,5,2,2,0.992,3108,0.59,0.271
1,0,2,4,1,2,1,6,2,3,0.851,4417,0.816,0.733
1,0,1,1,2,1,1,3,3,3,0.685,4333,0.714,0.605
0,0,2,4,1,1,1,2,1,2,0.639,2541,0.385,0.148
1,0,2,2,2,1,1,4,2,2,0.761,3887,0.837,0.629
1,0,4,4,1,1,1,5,3,2,0.903,4210,0.939,0.745
1,0,1,6,3,1,1,6,3,3,0.794,4646,0.78,0.505
1,0,3,2,2,1,2,3,3,4,0.553,3118,0.767,0.087
1,0,0,2,1,1,1,6,6,1,0.753,4546,0.903,0.427
1,0,2,4,2,1,1,4,1,3,0.59,2008,0.682,0.221
1,1,0,2,3,3,1,6,3,4,0.829,3689,0.618,0.331
1,0,3,1,2,1,1,5,2,4,0.58,5109,0.733,0.695
1,0,5,4,1,1,1,5,1,0,0.551,1753,0.441,0.111
1,0,2,4,2,1,1,5,2,4,0.75,4262,0.667,0.504
1,0,2,2,1,2,1,3,2,2,0.634,4386,0.675,0.821
1,1,1,2,1,2,1,6,2,1,0.754,4064,0.786,0.091
0,0,2,4,1,2,1,3,1,4,0.528,2220,0.562,0.0
1,1,3,4,1,5,1,4,3,0,0.721,4190,1.025,0.097
1,1,3,5,2,4,1,5,2,1,0.588,3863,0.644,0.107
0,0,3,1,2,1,1,5,1,2,0.872,2684,0.31,0.0
1,1,3,4,3,3,1,6,3,2,0.766,4073,0.881,0.0
1,1,4,4,1,2,1,3,1,1,0.802,4544,0.854,0.223
1,0,5,3,2,1,1,4,1,2,0.746,3692,0.744,0.816
1,0,2,4,1,2,1,5,1,1,0.674,3761,0.628,0.0
1,0,1,1,1,1,1,6,1,1,0.844,4752,0.66,0.362
0,0,3,4,2,1,1,6,3,4,0.89,2506,0.643,0.0
1,0,3,5,1,1,1,4,3,0,0.72,4497,0.789,0.67
1,1,0,1,1,2,1,3,3,3,0.54,4533,0.625,0.621
1,0,3,4,1,1,1,5,1,4,1.044,3366,1.074,0.68
0,0,2,1,1,2,1,1,2,3,0.602,2520,0.531,0.0
1,0,1,1,2,1,1,3,2,4,0.743,4590,0.655,0.902
1,1,4,4,1,5,1,5,3,3,0.982,3127,0.962,0.024
1,0,4,2,3,1,1,3,1,4,0.879,2965,0.556,0.125
1,0,2,5,2,1,1,3,3,0,0.975,4858,0.738,0.447
1,0,2,2,3,1,1,6,3,3,0.75,3837,0.781,0.758
1,1,2,4,3,4,1,6,1,3,0.641,3608,0.514,0.073
1,0,3,4,3,1,1,5,2,3,0.857,4715,0.848,0.678
0,0,5,4,2,1,1,6,2,2,0.883,2874,0.63,0.0
1,1,5,2,2,5,1,4,3,4,0.89,3980,0.75,0.0
1,0,4,4,1,1,3,6,4,3,0.722,4542,0.591,0.123
1,1,2,2,2,5,2,3,3,2,0.89,4486,0.69,0.033
0,0,1,1,1,2,1,3,2,1,1.035,2751,1.136,0.0
1,0,3,6,2,1,1,3,1,1,0.941,4924,0.795,0.538
1,0,3,5,2,1,1,4,3,2,0.862,3772,1.0,0.759
1,0,2,1,1,1,1,3,2,1,0.694,4548,0.821,0.714
1,0,4,4,2,1,1,4,2,3,0.729,3808,0.508,0.0
1,1,3,2,1,4,1,3,3,4,0.748,4791,0.889,0.086
0,0,4,4,1,1,1,2,3,2,0.445,1880,0.355,0.786
1,1,3,4,3,2,1,5,2,0,0.952,4011,0.674,0.235
1,1,0,4,2,5,1,4,2,3,0.442,5080,0.491,0.069
1,0,3,4,1,2,1,4,3,3,0.808,4009,0.49,0.594
0,0,0,6,2,1,1,6,4,2,0.52,2256,0.667,0.0
1,0,1,2,2,1,1,4,1,3,0.869,5025,0.707,0.621
1,0,1,5,2,2,1,5,3,2,0.69,4631,0.767,0.359
0,1,3,3,2,4,1,3,3,3,0.719,2180,0.409,0.868
1,0,2,4,1,1,1,4,2,3,0.649,3895,0.788,0.779
1,0,0,3,2,2,1,6,2,3,1.043,4913,0.909,0.236
1,0,2,4,2,1,1,4,2,4,0.727,4078,0.54,0.514
0,0,3,4,1,2,1,4,3,2,0.702,2189,0.7,0.204
1,0,3,2,3,1,1,4,3,0,0.783,4066,0.8,0.437
0,1,3,1,2,4,1,3,3,3,0.797,2623,0.393,0.0
1,1,2,1,1,3,1,4,3,3,0.815,3836,0.723,0.146
1,1,2,4,2,3,1,6,3,2,0.614,3561,0.659,0.07
1,0,1,4,2,2,1,3,1,3,0.922,4392,0.766,0.0
0,0,4,4,2,1,1,5,2,4,0.89,2557,0.406,0.0
1,1,2,4,2,4,1,3,2,3,0.679,4410,0.623,0.696
1,0,2,4,2,1,1,6,2,2,0.6,3745,0.423,0.145
0,0,3,3,2,1,1,2,3,4,0.537,2077,0.419,0.0
1,1,2,1,3,5,1,4,2,2,0.749,4586,0.745,0.0
